lib32-sdl2_mixer 2.6.3-1
lib32-sdl2_ttf 2.20.2-1
lib32-sdl_image 1.2.12-8
lib32-sdl_mixer 1.2.12-5
lib32-sdl_ttf 2.0.11-8
lib32-sqlite 3.42.0-1
lib32-systemd 253.5-1
lib32-tdb 1.4.8-1
lib32-util-linux 2.39.1-1
lib32-vulkan-icd-loader 1.3.255-1
lib32-wayland 1.22.0-1
lib32-xz 5.4.3-1
lib32-zlib 1.2.13-2
lib32-zstd 1.5.5-1
libaccounts-glib 1.26-2
libaccounts-qt 1.16-3
libadwaita 1:1.3.3-1
libaio 0.3.113-2
libao 1.2.2-6
libappimage 1.0.4.5-4
libappindicator-gtk3 12.10.0.r298-2
libarchive 3.6.2-2
libass 0.17.1-1
libassuan 2.5.6-1
libasyncns 1:0.8+r3+g68cd5af-2
libatasmart 0.19-6
libavc1394 0.5.4-6
libavif 0.11.1-1
libavtp 0.2.0-2
libb2 0.98.1-2
libblockdev 2.28-4
libbluray 1.3.4-1
libbpf 1.2.0-1
libbs2b 3.1.0-8
libbsd 0.11.7-1
libburn 1.5.6-1
libbytesize 2.8-2
libc++ 15.0.7-3
libc++abi 15.0.7-3
libcaca 0.99.beta20-2
libcacard 2.7.0-2
libcamera 0.0.5-1
libcamera-ipa 0.0.5-1
libcanberra 1:0.30+r2+gc0620e4-3
libcap 2.69-1
libcap-ng 0.8.3-2
libcbor 0.10.2-1
libcdio 2.1.0-3
libcdio-paranoia 10.2+2.0.1-3
libcloudproviders 0.3.1+r8+g3a229ee-1
libcolord 1.4.6-1
libcups 1:2.4.6-1
libcurl-compat 8.1.2-1
libcurl-gnutls 8.1.2-1
libdaemon 0.14-5
libdatrie 0.2.13-4
libdazzle 3.44.0-1
libdbusmenu-glib 16.04.0.r498-1
libdbusmenu-gtk2 16.04.0.r498-1
libdbusmenu-gtk3 16.04.0.r498-1
libdbusmenu-qt5 0.9.3+16.04.20160218-6
libdc1394 2.2.7-1
libdca 0.0.7-2
libde265 1.0.12-1
libdecor 0.1.1-2
libdisplay-info 0.1.1-3
libdmtx 0.7.7-1
libdrm 2.4.115-1
libdv 1.0.0-11
libdvbpsi 1:1.3.3-2
libdvdcss 1.4.3-1
libdvdnav 6.1.1-2
libdvdread 6.1.3-2
libebml 1.4.4-1
libebur128 1.2.6-1
libedit 20221030_3.1-1
libelf 0.189-1
libepoxy 1.5.10-2
libevdev 1.13.1-1
libevent 2.1.12-4
libexif 0.6.24-2
libfakekey 0.3-2
libfdk-aac 2.0.2-1
libffi 3.4.4-1
libfm-extra 1.3.2-1
libfm-qt 1.3.0-2
libfontenc 1.1.7-1
libfprint 1.94.5-1
libfreeaptx 0.1.1-1
libftdi 1.5-5
libgbinder 1.1.34-1
libgcrypt 1.10.2-1
libgcrypt15 1.5.6-6
libgee 0.20.6-1
libgexiv2 0.14.1-1
libgirepository 1.76.1-3
libgit2 1:1.6.4-1
libglibutil 1.0.69-1
libglvnd 1.6.0-1
libgme 0.6.3-4
libgovirt 2:0.3.9-1
libgpg-error 1.47-1
libgtop 2.41.1-1
libgudev 237-2
libgusb 0.4.6-1
libhandy 1.8.2-1
libheif 1.16.2-1
libibus 1.5.28-4
libical 3.0.16-5
libice 1.1.1-2
libicns 0.8.1-10
libid3tag 0.15.1b-12
libidn 1.41-1
libidn11 1.33-2
libidn2 2.3.4-3
libiec61883 1.2.0-7
libimagequant 4.1.1-1
libimobiledevice 1.3.0-9
libindicator-gtk2 12.10.1-10
libindicator-gtk3 12.10.1-10
libinih 56-1
libinput 1.23.0-1
libinput-gestures 2.74-1
libinput_gestures_qt 0.3.2+7+g0868859-1.3
libinstpatch 1.1.6-2
libisl 0.26-1
libisoburn 1.5.6-1
libisofs 1.5.6-1
libjcat 0.1.14-1
libjpeg-turbo 2.1.5.1-1
libjpeg6-turbo 1.5.3-2
libjxl 0.8.2-1
libkate 0.4.1-9
libkdcraw 23.04.2-1
libkexiv2 23.04.2-1
libksba 1.6.4-1
libkscreen 5.27.6-1
libksysguard 5.27.6-1
liblc3 1.0.3-1
libldac 2.0.2.3-1
libldap 2.6.4-2
libliftoff 0.4.1-1
liblqr 0.4.2-3
liblrdf 0.6.1-4
libltc 1.3.2-1
libluv 1.44.2_1-2
liblzf 3.6-4
libmad 0.15.1b-10
libmanette 0.2.6-5
libmatroska 1.7.1-1
libmaxminddb 1.7.1-1
libmbim 1.28.4-1
libmd 1.1.0-1
libmfx 23.2.2-1
libmicrodns 0.2.0-1
libmikmod 3.3.11.1-6
libmm-glib 1.20.6-1
libmms 0.6.4-4
libmng 2.0.3-3
libmnl 1.0.5-1
libmodplug 0.8.9.0-5
libmpc 1.3.1-1
libmpcdec 1:0.1+r475-4
libmpdclient 2.20-3
libmpeg2 0.5.1-8
libmtp 1.1.21-1
libmypaint 1.6.1-1
libmysofa 1.3.1-2
libndp 1.8-1
libnet 1:1.1.6-1
libnetfilter_conntrack 1.0.9-1
libnewt 0.52.23-2
libnfnetlink 1.0.2-1
libnfs 5.0.2-1
libnftnl 1.2.5-1
libnghttp2 1.54.0-1
libnice 0.1.21-2
libnl 3.7.0-3
libnm 1.42.6-1
libnma 1.10.6-2
libnma-common 1.10.6-2
libnotify 0.8.2-1
libnsl 2.0.0-3
libnss_nis 3.1-4
libnvidia-container 1.13.1-1
libnvidia-container-tools 1.13.1-1
libogg 1.3.5-1
libomxil-bellagio 0.9.3-4
libopenmpt 0.7.2-1
libosinfo 1.10.0-3
libp11-kit 0.25.0-1
libpackagekit-glib 1.2.6-2
libpaper 2.1.1-1
libpcap 1.10.4-1
libpciaccess 0.17-1
libpgm 5.3.128-3
libpipeline 1.5.7-1
libpipewire 1:0.3.72-1
libplacebo 5.229.2-2
libplist 2.3.0-2
libpng 1.6.40-2
libpng12 1.2.59-2
libproxy 0.5.2-2
libpsl 0.21.2-1
libpulse 16.1-6
libpwquality 1.4.5-3
libqaccessibilityclient 0.4.1-2
libqalculate 4.7.0-1
libqmi 1.32.4-1
libqrtr-glib 1.2.2-2
libraqm 0.10.1-1
libraw 0.21.1-2
libraw1394 2.1.2-3
librest 0.9.1-2
librsvg 2:2.56.2-1
librsync 1:2.3.4-1
librtmp0 2.4-5
libsamplerate 0.2.2-2
libsasl 2.1.28-4
libseccomp 2.5.4-2
libsecret 0.20.5-2
libshout 1:2.4.6-2
libsidplay 1.36.59-10
libsidplayfp 2.5.0-2
libsigc++ 2.12.0-1
libslirp 4.7.0-1
libsm 1.2.4-1
libsmbios 2.4.3-6
libsndfile 1.2.0-1
libsodium 1.0.18-2
libsonic 0.2.0-1
libsoup 2.74.3-1
libsoup3 3.4.2-1
libsoxr 0.1.3-3
libspectre 0.2.12-1
libspiro 1:20221101-2
libsrtp 1:2.5.0-1
libssh 0.10.5-1
libssh2 1.11.0-1
libstemmer 2.2.0-2
libsynctex 2023.66984-13
libsysprof-capture 3.48.0-2
libtar 1.2.20-6
libtasn1 4.19.0-1
libteam 1.31-8
libtermkey 0.22-2
libthai 0.1.29-3
libtheora 1.1.1-6
libtiff 4.5.1-1
libtiff4 3.9.7-5
libtirpc 1.3.3-2
libtommath 1.2.0-4
libtool 2.4.7+4+g1ec8fa28-3
libtorrent-rasterbar 1:2.0.9-1
libtpms 0.9.6-1
libtraceevent 1:1.7.3-1
libtracefs 1.7.0-1
libudev0-shim 1-4
libunistring 1.1-2
libunrar 1:6.2.8-1
libunwind 1.6.2-2
libupnp 1.14.17-1
liburcu 0.14.0-1
liburing 2.4-1
libusb 1.0.26-2
libusb-compat 0.1.8-1
libusbmuxd 2.0.2-3
libutempter 1.2.1-3
libutf8proc 2.8.0-1
libuv 1.46.0-1
libva 2.18.0-1
libva-utils 2.18.2-1
libvarlink 23-1
libvdpau 1.5-1
libverto 0.3.2-4
libvirt 1:9.4.0-1
libvirt-glib 4.0.0-2
libvirt-python 1:9.4.0-1
libvorbis 1.3.7-3
libvpx 1.13.0-1
libvpx1.3 1.3.0-3
libvterm 0.3.2-1
libwacom 2.7.0-1
libwbclient 4.18.3-2
libwebp 1.3.1-1
libwireplumber 0.4.14-1
libwmf 0.2.13-1
libwpe 1.14.1-2
libx11 1.8.6-1
libx86emu 3.5-3
libxau 1.0.11-2
libxaw 1.0.15-1
libxcb 1.15-2
libxcomposite 0.4.6-1
libxcrypt 4.4.35-1
libxcursor 1.2.1-3
libxcvt 0.1.2-1
libxdamage 1.1.6-1
libxdg-basedir 1.2.3-1
libxdmcp 1.1.4-2
libxext 1.3.5-1
libxfce4ui 4.18.4-1
libxfce4util 4.18.1-1
libxfixes 6.0.1-1
libxfont2 2.0.6-2
libxft 2.3.8-1
libxi 1.8.1-1
libxinerama 1.1.5-1
libxkbcommon 1.5.0-1
libxkbcommon-x11 1.5.0-1
libxkbfile 1.1.2-1
libxml2 2.10.4-6
libxmlb 0.3.11-1
libxmu 1.1.4-1
libxnvctrl 535.54.03-1
libxpm 3.5.16-1
libxpresent 1.0.1-1
libxrandr 1.5.3-1
libxrender 0.9.11-1
libxres 1.2.2-1
libxshmfence 1.3.2-1
libxslt 1.1.37-3
libxss 1.2.3-4
libxt 1.3.0-1
libxtst 1.2.4-1
libxv 1.0.12-1
libxxf86vm 1.1.5-1
libyaml 0.2.5-2
libyuv r2322+3aebf69d-1
libzip 1.10.0-1
licenses 20220125-2
lilv 0.24.20-2
linux 6.4.1.arch2-1
linux-api-headers 6.3-1
linux-firmware 20230625.ee91452d-3
linux-firmware-whence 20230625.ee91452d-3
linux-wifi-hotspot 4.5.0-1
linux-zen 6.4.1.zen2-1
linux-zen-headers 6.4.1.zen2-1
linuxconsole 1.8.1-1
lirc 1:0.10.2-3
lld 15.0.7-2
llvm 15.0.7-3
llvm-libs 15.0.7-3
lm_sensors 1:3.6.0.r41.g31d1f125-2
lmdb 0.9.30-3
logrotate 3.21.0-2
lrzip 0.651-2
lsb-release 2.0.r48.3cf5103-1
lsof 4.98.0-1
lua 5.4.6-1
lua-lpeg 1.0.2-4
lua52 5.2.4-5
lua53 5.3.6-1
luajit 2.1.0.beta3.r481.g51fb2f2c-1
luit 20230201-1
lv2 1.18.10-1
lvm2 2.03.21-1
lxappearance 0.6.3-4
lxc 1:5.0.2-1
lxmenu-data 0.1.5-3
lz4 1:1.9.4-1
lzip 1.23-2
lzo 2.10-5
lzop 1.04-3
m4 1.4.19-3
mailcap 2.1.54-1
make 4.4.1-2
man-db 2.11.2-1
man-pages 6.04-1
mathjax 3.2.2-1
mauikit 3.0.0-1
mauikit-accounts 3.0.0-1
mauikit-filebrowsing 3.0.0-1
mauiman 1.1.0-1
mbedtls 3.4.0-3
md4c 0.4.8-1
mdadm 4.2-2
media-player-info 24-2
memtest86+ 6.20-1
menu-cache 1.1.0-4
mercurial 6.4.5-1
mesa 23.1.3-1
mesa-demos 9.0.0-2
mesa-utils 9.0.0-2
meson 1.1.1-1
mhwd-amdgpu 19.1.0-1
mhwd-ati 19.1.0-1
mhwd-db-garuda-git 1:r63.2f652e8-3
mhwd-garuda-git r20.dc8eff1-2
mhwd-nvidia 525.60.11-1
mhwd-nvidia-390xx 390.143-1
mhwd-nvidia-470xx 470.94-1
micro 2.0.11-4
microsoft-edge-stable-bin 114.0.1823.67-1
milou 5.27.6-1
minizip 1:1.2.13-3
mjpegtools 2.2.1-2
mlocate 0.26.git.20170220-7
mlt 7.16.0-1
mobile-broadband-provider-info 20230416-1
modemmanager 1.20.6-1
modemmanager-qt 5.107.0-1
mpd 0.23.13-2
mpfr 4.2.0.p9-1
mpg123 1.31.3-1
mpv 1:0.35.1-6
mpvpaper 1.3-3
msgpack-c 5.0.0-1
mtdev 1.1.6-2
mtools 1:4.0.43-1
mujs 1.3.3-1
multipath-tools 0.9.5-1
mypaint-brushes1 1.3.1-1
nano 7.2-1
ncmpcpp 0.9.2-11
ncurses 6.4_20230520-1
ndctl 76.1-1
neofetch 7.1.0-2
neon 0.32.5-2
neovim 0.9.1-1
net-tools 2.10-2
netpbm 10.73.43-1
nettle 3.9.1-1
network-manager-applet 1.32.0-3
network-manager-sstp 1.3.1-2
networkmanager 1.42.6-1
networkmanager-fortisslvpn 1.4.0-2
networkmanager-l2tp 1.20.8-1
networkmanager-openconnect 1.2.10-1
networkmanager-openvpn 1.10.2-3
networkmanager-pptp 1.2.12-1
networkmanager-qt 5.107.0-1
networkmanager-strongswan 1.6.0-1
networkmanager-support 1-6
networkmanager-vpnc 1.2.8-3
nfs-utils 2.6.3-1
nfsidmap 2.6.3-1
nftables 1:1.0.7-2
nilfs-utils 2.2.9-2
ninja 1.11.1-3
nm-cloud-setup 1.42.6-1
nm-connection-editor 1.32.0-3
nmap 7.94-1
node-gyp 9.4.0-1
nodejs 20.3.1-2
nodejs-nopt 7.2.0-1
notion-app-enhanced 2.0.18-1.3
noto-color-emoji-fontconfig 1.0.0-1
noto-fonts 1:23.7.1-1
noto-fonts-cjk 20220126-1
noto-fonts-emoji 20220920-1
npm 8.19.2-2
npth 1.6-4
nspr 4.35-1
nss 3.91-1
nss-mdns 0.15.1-1
ntfs-3g 2022.10.3-1
numactl 2.0.16-1
nvidia-container-runtime 3.13.1-1
nvidia-container-toolkit 1.13.1-2
nvidia-dkms 535.54.03-1
nvidia-docker 2.13.0-1
nvidia-settings 535.54.03-1
nvidia-utils 535.54.03-1
nvtop 3.0.1-1
nwg-look 0.2.2-1
oath-toolkit 2.6.7-1
obs-studio 29.1.3-1
ocl-icd 2.3.2-1
octopi 0.14.0-2
okular 23.04.2-1
oniguruma 6.9.8-1
onlyoffice-bin 7.4.0-1
openal 1.23.1-1
opencl-nvidia 535.54.03-1
openconnect 1:9.12-1
opencore-amr 0.1.6-1
openexr 3.1.9-1
openfortivpn 1.20.5-1
openjpeg2 2.5.0-2
openldap 2.6.4-2
openmpi 4.1.5-2
openpmix 4.2.3-2
openresolv 3.13.2-1
openssh 9.3p1-2
openssl 3.1.1-1
openssl-1.1 1.1.1.u-1
openvpn 2.6.5-1
optimus-manager 1.5-3
optimus-manager-qt 1.6.9-1.3
optipng 0.7.7-2
opus 1.4-1
opusfile 0.12-3
orc 0.4.34-1
os-prober-btrfs 1.79-5
osinfo-db 20230518-1
oxygen-sounds 5.27.6-1
p11-kit 0.25.0-1
p7zip 1:17.05-1
pace 1.4.2-1.3
packagekit 1.2.6-2
packagekit-qt5 1.1.1-1
pacman 6.0.2-7
pacman-contrib 1.9.0-1
pacman-mirrorlist 20230628-1
pahole 1:1.25-4
pam 1.5.3-3
pambase 20221020-1
pamixer 1.6-2
pandoc-cli 0.1.1-8
pango 1:1.50.14-1
pangomm 2.46.3-1
parted 3.6-1
partitionmanager 23.04.2-1
paru 1.11.1-1.3
patch 2.7.6-10
pavucontrol 1:5.0+r64+geba9ca6-1
pcaudiolib 1.2-2
pciutils 3.10.0-1
pcmanfm-qt 1.3.0-1
pcre 8.45-3
pcre2 10.42-2
pcsclite 2.0.0-1
perl 5.36.1-2
perl-clone 0.46-1
perl-encode-locale 1.05-10
perl-error 0.17029-4
perl-file-basedir 0.09-2
perl-file-desktopentry 0.22-10
perl-file-listing 6.15-2
perl-file-mimeinfo 0.33-1
perl-html-parser 3.81-1
perl-html-tagset 3.20-13
perl-http-cookies 6.10-3
perl-http-daemon 6.16-1
perl-http-date 6.05-6
perl-http-message 6.44-1
perl-http-negotiate 6.01-11
perl-io-html 1.004-3
perl-ipc-system-simple 1.30-4
perl-libwww 6.67-1
perl-lwp-mediatypes 6.04-3
perl-mailtools 2.21-6
perl-net-http 6.23-1
perl-timedate 2.33-4
perl-try-tiny 0.31-2
perl-uri 5.19-1
perl-www-robotrules 6.02-11
perl-xml-parser 2.46-4
perl-xml-writer 0.900-1
pfetch 0.6.0-3
phodav 3.0-2
phonon-qt5 4.11.1-3
phonon-qt5-gstreamer 4.10.0-4
pinentry 1.2.1-1
pipes.sh 1.3.0-1
pipewire 1:0.3.72-1
pipewire-audio 1:0.3.72-1
pipewire-jack 1:0.3.72-1
pipewire-pulse 1:0.3.72-1
pixman 0.42.2-1
pixterm 1.3.1-1
pkcs11-helper 1.29.0-2
pkgconf 1.8.1-1
pkgfile 21-2
plasma-browser-integration 5.27.6-1
plasma-desktop 5.27.6-1
plasma-firewall 5.27.6-1
plasma-framework 5.107.0-1
plasma-integration 5.27.6-1
plasma-nm 5.27.6-1
plasma-pa 5.27.6-1
plasma-systemmonitor 5.27.6-1
plasma-thunderbolt 5.27.6-1
plasma-wayland-session 5.27.6-2
plasma-workspace 5.27.6-2
plasma5-applets-eventcalendar 76-1.3
plasma5-applets-window-appmenu 0.8.0-1.3
plasma5-applets-window-buttons 0.11.1-2
plasma5-applets-window-title 0.7.1-2.3
playerctl 2.4.1-3
plymouth-git 22.02.122.r180.gb1d5aa9d-1
plymouth-theme-dr460nized r5.630da28-1
podofo 0.10.1-1
pokemon-colorscripts-git r112.0483c85-1.3
polkit 122-1
polkit-kde-agent 5.27.6-1
polkit-qt5 0.114.0-1
poppler 23.06.0-1
poppler-data 0.4.12-1
poppler-glib 23.06.0-1
poppler-qt5 23.06.0-1
popt 1.19-1
portaudio 1:19.7.0-2
postman-bin 10.15.0-1
power-profiles-daemon 0.13-1
powerdevil 5.27.6-3
powertop 2.15-1
ppp 2.4.9-3
ppsspp 1.15.4-1
ppsspp-assets 1.15.4-1
pptpclient 1.10.0-3
prison 5.107.0-1
procps-ng 4.0.3-1
profile-sync-daemon 1:6.48-1
protobuf 23.3-1
protobuf-c 1.4.1-2
psmisc 23.6-1
pulseaudio-qt 1.3-1
purpose 5.107.0-1
pyside2 5.15.10-1
python 3.11.3-2
python-apsw 3.42.0.0-1
python-argcomplete 2.0.0-2
python-async-timeout 4.0.2-3
python-attrs 22.2.0-3
python-autocommand 2.2.2-4
python-automat 22.10.0-3
python-bcrypt 4.0.1-2
python-beautifulsoup4 4.12.2-1
python-brotli 1.0.9-12
python-brotlicffi 1.0.9.2-4
python-cairo 1.23.0-6
python-cairocffi 1.5.0-1
python-cairosvg 2.7.0-1
python-cffi 1.15.1-3
python-chardet 5.1.0-3
python-click 8.1.3-3
python-colorama 0.4.6-2
python-coloredlogs 15.0.1-3.3
python-constantly 15.1.0-13
python-contourpy 1.1.0-1
python-cryptography 41.0.1-2
python-css-parser 1.0.9-1
python-cssselect 1.2.0-3
python-cssselect2 0.7.0-2
python-cycler 0.11.0-3
python-dateutil 2.8.2-5
python-decorator 5.1.1-3
python-defusedxml 0.7.1-5
python-distro 1.8.0-3
python-dnspython 1:2.3.0-3
python-evdev 1.6.1-2
python-fastjsonschema 2.17.1-1
python-faust-cchardet 2.1.18-1
python-feedparser 6.0.10-3
python-fonttools 4.40.0-1
python-gbinder 1.1.1-3
python-geoip 1.3.2-14
python-gobject 3.44.1-4
python-html2text 2020.1.16-9
python-html5-parser 0.4.11-1
python-html5lib 1.1-12
python-httplib2 0.22.0-3
python-humanfriendly 10.0-5
python-hyperlink 21.0.0-5
python-idna 3.4-3
python-ifaddr 0.2.0-2
python-incremental 22.10.0-3
python-inflate64 0.3.1-2
python-inflect 6.1.0-1
python-injector 0.20.1-2.3
python-jaraco.context 4.3.0-3
python-jaraco.functools 3.8.0-1
python-jaraco.text 3.11.1-3
python-jeepney 0.8.0-2
python-jinja 1:3.1.2-4
python-kiwisolver 1.4.4-4
python-lxml 4.9.2-3
python-mako 1.2.4-3
python-markdown 3.4.3-2
python-markupsafe 2.1.3-1
python-matplotlib 3.7.1-4
python-mechanize 1:0.4.8-2
python-more-itertools 9.1.1-4
python-msgpack 1.0.5-1
python-multivolumefile 0.2.3-6
python-netifaces 0.11.0-4
python-numpy 1.25.0-1
python-ordered-set 4.1.0-4
python-packaging 23.1-1
python-paramiko 2.11.1-3
python-pdftotext 2.2.2-4
python-peewee 3.16.2-2
python-pillow 10.0.0-1
python-pip 23.1.2-1
python-pipx 1.2.0-1
python-platformdirs 3.5.1-1
python-ply 3.11-12
python-psutil 5.9.5-1
python-py3nvml 0.2.7-1.3
python-py7zr 0.20.5-2
python-pyasn1 0.4.8-8
python-pyasn1-modules 0.2.8-7
python-pybcj 1.0.1-2
python-pychm 0.8.6-7
python-pycparser 2.21-5
python-pycryptodome 3.18.0-1
python-pycryptodomex 3.12.0-2
python-pydantic 1.10.9-1
python-pygments 2.15.1-1
python-pynacl 1.4.0-6
python-pynput 1.7.6-2.3
python-pyopenssl 23.2.0-1
python-pyparsing 3.0.9-3
python-pyppmd 1.0.0-2
python-pyqt5 5.15.9-2
python-pyqt5-sip 12.12.1-2
python-pyqt5-webengine 5.15.6-2
python-pyqt6 6.5.1-1
python-pyqt6-sip 13.5.1-2
python-pyqt6-webengine 6.5.0-2
python-pyte 0.8.1-2
python-pyxdg 0.28-2
python-pyzstd 0.15.7-2
python-qtpy 2.3.1-2
python-regex 2023.6.3-1
python-rencode 1.0.6-8
python-requests 2.28.2-4
python-resolvelib 1.0.1-1
python-rofi 1.0.1-4
python-rx 3.2.0-4
python-service-identity 23.1.0-1
python-setproctitle 1.3.2-2
python-setuptools 1:68.0.0-1
python-sgmllib3k 1.0.0-5
python-shiboken2 5.15.10-1
python-six 1.16.0-8
python-soupsieve 2.4.1-1
python-texttable 1.6.7-2
python-tinycss2 1.2.1-2
python-tomli 2.0.1-3
python-tqdm 4.65.0-3
python-trove-classifiers 2023.5.24-1
python-twisted 22.10.0-3
python-typing_extensions 4.7.0-1
python-unrardll 0.1.7-1
python-urllib3 1.26.15-1
python-userpath 1.8.0-2
python-validate-pyproject 0.13-1
python-vdf 3.4-2.3
python-wcwidth 0.2.6-1
python-webencodings 0.5.1-10
python-wheel 0.40.0-3
python-xcffib 1.2.0-2
python-xlib 0.33-2
python-yaml 6.0-3
python-zeroconf 0.63.0-1
python-zope-interface 6.0-3
qca-qt5 2.3.6-2
qemu-audio-alsa 8.0.2-1
qemu-audio-dbus 8.0.2-1
qemu-audio-jack 8.0.2-1
qemu-audio-oss 8.0.2-1
qemu-audio-pa 8.0.2-1
qemu-audio-sdl 8.0.2-1
qemu-audio-spice 8.0.2-1
qemu-block-curl 8.0.2-1
qemu-block-dmg 8.0.2-1
qemu-block-nfs 8.0.2-1
qemu-block-ssh 8.0.2-1
qemu-chardev-spice 8.0.2-1
qemu-common 8.0.2-1
qemu-desktop 8.0.2-1
qemu-hw-display-qxl 8.0.2-1
qemu-hw-display-virtio-gpu 8.0.2-1
qemu-hw-display-virtio-gpu-gl 8.0.2-1
qemu-hw-display-virtio-gpu-pci 8.0.2-1
qemu-hw-display-virtio-gpu-pci-gl 8.0.2-1
qemu-hw-display-virtio-vga 8.0.2-1
qemu-hw-display-virtio-vga-gl 8.0.2-1
qemu-hw-s390x-virtio-gpu-ccw 8.0.2-1
qemu-hw-usb-host 8.0.2-1
qemu-hw-usb-redirect 8.0.2-1
qemu-hw-usb-smartcard 8.0.2-1
qemu-img 8.0.2-1
qemu-pr-helper 8.0.2-1
qemu-system-x86 8.0.2-1
qemu-system-x86-firmware 8.0.2-1
qemu-tools 8.0.2-1
qemu-ui-curses 8.0.2-1
qemu-ui-dbus 8.0.2-1
qemu-ui-egl-headless 8.0.2-1
qemu-ui-gtk 8.0.2-1
qemu-ui-opengl 8.0.2-1
qemu-ui-sdl 8.0.2-1
qemu-ui-spice-app 8.0.2-1
qemu-ui-spice-core 8.0.2-1
qemu-vhost-user-gpu 8.0.2-1
qhull 2020.2-4
qqc2-desktop-style 5.107.0-1
qrencode 4.1.1-2
qt5-base 5.15.10+kde+r130-1
qt5-declarative 5.15.10+kde+r26-1
qt5-graphicaleffects 5.15.10-1
qt5-imageformats 5.15.10+kde+r9-1
qt5-location 5.15.10+kde+r4-2
qt5-multimedia 5.15.10+kde+r3-1
qt5-networkauth 5.15.10-1
qt5-quickcontrols 5.15.10-1
qt5-quickcontrols2 5.15.10+kde+r6-1
qt5-sensors 5.15.10-1
qt5-speech 5.15.10+kde+r1-1
qt5-svg 5.15.10+kde+r8-1
qt5-systems 5.4.0.20181230-2
qt5-tools 5.15.10+kde+r3-1
qt5-translations 5.15.10-1
qt5-wayland 5.15.10+kde+r51-1
qt5-webchannel 5.15.10+kde+r3-1
qt5-webengine 5.15.14-4
qt5-webview 5.15.10-1
qt5-x11extras 5.15.10-1
qt6-base 6.5.1-5
qt6-declarative 6.5.1-2
qt6-imageformats 6.5.1-1
qt6-positioning 6.5.1-1
qt6-svg 6.5.1-1
qt6-translations 6.5.1-1
qt6-wayland 6.5.1-1
qt6-webchannel 6.5.1-1
qt6-webengine 6.5.1-2
qtermwidget 1.3.0-2
quota-tools 1:4.09-1
qutebrowser 2.5.4-2
radvd 2.19-1
ranger 1.9.3-9
raptor 2.0.16-3
rate-mirrors 0.15.2-1
rav1e 0.6.6-1
re2 1:20230301-1
readline 8.2.001-2
reflector 2023-1
reflector-simple 3.3-1
reiserfsprogs 3.6.27-4
resvg 0.34.1-1
rhash 1.4.3-1
ripgrep 13.0.0-3
rnnoise 0.4.1-1
rofi-lbonn-wayland 1.7.5+wayland1-1
rp-pppoe 3.15-2
rpcbind 1.2.6-3
rsync 3.2.7-4
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.2.1-1
runc 1.1.7-1
rustup 1.26.0-3
sbc 2.0-1
scdoc 1.11.2-5
scrcpy 2.1-1
sddm 0.20.0-1
sddm-kcm 5.27.6-1
sdl12-compat 1.2.64-1
sdl2 2.28.1-1
sdl2_image 2.6.3-1
sdl2_mixer 2.6.3-1
sdl2_ttf 2.20.2-1
sdl_image 1.2.12-8
sdl_mixer 1.2.12-12
sdl_ttf 2.0.11-6
seabios 1.16.2-1
seatd 0.7.0-3
sed 4.9-3
semver 7.3.8-1
serd 0.30.16-1
serf 1.3.9-8
shaderc 2023.3-1
shadow 4.13-2
shared-mime-info 2.2+13+ga2ffb28-1
signon-kwallet-extension 23.04.2-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
slack-desktop 4.32.127-1
slang 2.3.3-2
slurp 1.4.0-1
smartmontools 7.3-1
smbclient 4.18.3-2
snap-pac 3.0.1-2
snapper 0.10.5-1
snapper-support 1.1.2-2.2
snapper-tools 1.1.3-1
snappy 1.1.9-2
sndio 1.9.0-1
socat 1.7.4.4-1
sof-firmware 2.2.5-1
solid 5.107.0-1
sonnet 5.107.0-1
sord 0.16.14-1
soulseekqt 20221224-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
source-highlight 3.1.9-10
spandsp 0.0.6-5
spdlog 1.11.0-2
spectacle 23.04.2-1
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.2-1
spice-gtk 0.42-3
spice-protocol 0.14.4-1
spirv-tools 2022.4-1
sqlite 3.42.0-1
squashfuse 0.2.0-1
sratom 0.6.14-1
srt 1.5.2-1
sshfs 3.7.3-1
sstp-client 1:1.0.18-1
starship 1.15.0-1
startup-notification 0.12-8
stoken 0.92-4
stow 2.3.1-3
strongswan 5.9.10-1
subversion 1.14.2-8
sudo 1.9.13.p3-1
suitesparse 7.1.0-1
svt-av1 1.6.0-1
svt-hevc 1.5.1-2
swayidle 1.8.0-1
swaylock 1.7.2-1
sweet-kde-theme-git r26.5fc01aa-1
sweet-theme-full-git r324.b467683-1
swww 0.7.3-0
syncthing 1.23.6-1
syndication 5.107.0-1
syntax-highlighting 5.107.0-1
sysfsutils 2.1.1-1
systemd 253.5-2
systemd-libs 253.5-2
systemd-oomd-defaults 251.5-1.1
systemd-sysvcompat 253.5-2
systemsettings 5.27.6-1
tachidesk-jui 1.3.2-1
tachidesk-sorayomi-bin 0.5.8-1
taglib 1.13.1-1
talloc 2.4.0-3
tar 1.34-2
tcl 8.6.13-1
tdb 1.4.8-2
tealdeer 1.6.1-1
terminus-font 4.49.1-5
tevent 1:0.14.1-2
